time,host,service,reason,state,contact,information
2023-1-24T22:43,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 69%
2023-1-24T22:43,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 69%
2023-1-24T22:43,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 69%
2023-1-24T22:43,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 69%
2023-1-24T22:33,itpseg01core,Uso CPU,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T22:33,itpseg01core,Uso CPU,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T22:33,itpseg01core,Uso CPU,Service Problem,CRITICAL,sergio_baza,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T22:33,itpseg01core,Uso CPU,Service Problem,CRITICAL,luis_ortiz,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T22:33,itpseg01core,Uso CPU,Service Problem,CRITICAL,eneko_guemes,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T22:06,ZD20A10E01,port1.0.14,Service Problem,CRITICAL,eneko_guemes,port1.0.14:DOWN: 1 int NOK : CRITICAL
2023-1-24T22:06,ZD20A10E01,port1.0.14,Service Problem,CRITICAL,luis_ortiz,port1.0.14:DOWN: 1 int NOK : CRITICAL
2023-1-24T22:06,ZD20A10E01,port1.0.14,Service Problem,CRITICAL,sergio_baza,port1.0.14:DOWN: 1 int NOK : CRITICAL
2023-1-24T22:06,ZD20A10E01,port1.0.14,Service Problem,CRITICAL,SATEC_Asier_pruebas,port1.0.14:DOWN: 1 int NOK : CRITICAL
2023-1-24T22:06,ZD20A10E01,port1.0.14,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,port1.0.14:DOWN: 1 int NOK : CRITICAL
2023-1-24T21:50,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T21:50,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T21:50,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T21:50,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T21:36,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 31%
2023-1-24T21:36,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 31%
2023-1-24T21:36,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 31%
2023-1-24T21:36,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 31%
2023-1-24T21:03,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T21:03,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T21:03,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T21:03,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T20:49,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 40%
2023-1-24T20:49,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 40%
2023-1-24T20:49,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 40%
2023-1-24T20:49,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 40%
2023-1-24T20:25,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T20:25,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T20:25,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T20:25,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T20:01,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 31%
2023-1-24T20:01,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 31%
2023-1-24T20:01,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 31%
2023-1-24T20:01,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 31%
2023-1-24T19:44,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T19:44,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T19:44,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T19:44,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T19:38,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 45%
2023-1-24T19:38,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 45%
2023-1-24T19:38,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 45%
2023-1-24T19:38,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 45%
2023-1-24T19:35,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T19:35,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T19:35,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T19:35,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T19:28,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 45%
2023-1-24T19:28,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 45%
2023-1-24T19:28,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 45%
2023-1-24T19:28,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 45%
2023-1-24T19:16,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T19:16,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T19:16,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T19:16,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T18:56,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 30%
2023-1-24T18:56,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 30%
2023-1-24T18:56,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 30%
2023-1-24T18:56,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 30%
2023-1-24T18:37,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T18:37,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T18:37,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T18:37,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T18:15,itpseg01core,Uso CPU,Service Problem,CRITICAL,eneko_guemes,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T18:15,itpseg01core,Uso CPU,Service Problem,CRITICAL,luis_ortiz,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T18:15,itpseg01core,Uso CPU,Service Problem,CRITICAL,sergio_baza,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T18:15,itpseg01core,Uso CPU,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T18:15,itpseg01core,Uso CPU,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T18:08,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Recovery,OK,eneko_guemes,Tunnel60:UP (6.0Mbps/0.6Mbps):1 UP: OK
2023-1-24T18:08,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Recovery,OK,luis_ortiz,Tunnel60:UP (6.0Mbps/0.6Mbps):1 UP: OK
2023-1-24T18:08,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Recovery,OK,sergio_baza,Tunnel60:UP (6.0Mbps/0.6Mbps):1 UP: OK
2023-1-24T18:08,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Recovery,OK,SATEC_Asier_pruebas,Tunnel60:UP (6.0Mbps/0.6Mbps):1 UP: OK
2023-1-24T18:08,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Recovery,OK,SATEC_Cuenta_Soporte,Tunnel60:UP (6.0Mbps/0.6Mbps):1 UP: OK
2023-1-24T17:57,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Recovery,OK,eneko_guemes,Tunnel130:UP (84.5Kbps/1729.7Kbps):1 UP: OK
2023-1-24T17:57,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Recovery,OK,luis_ortiz,Tunnel130:UP (84.5Kbps/1729.7Kbps):1 UP: OK
2023-1-24T17:57,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Recovery,OK,sergio_baza,Tunnel130:UP (84.5Kbps/1729.7Kbps):1 UP: OK
2023-1-24T17:57,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Recovery,OK,SATEC_Asier_pruebas,Tunnel130:UP (84.5Kbps/1729.7Kbps):1 UP: OK
2023-1-24T17:57,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Recovery,OK,SATEC_Cuenta_Soporte,Tunnel130:UP (84.5Kbps/1729.7Kbps):1 UP: OK
2023-1-24T17:54,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,eneko_guemes,Tunnel60:UP (CRIT 9.5Mbps/4.4Mbps):(1 UP): CRITICAL
2023-1-24T17:54,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,luis_ortiz,Tunnel60:UP (CRIT 9.5Mbps/4.4Mbps):(1 UP): CRITICAL
2023-1-24T17:54,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,sergio_baza,Tunnel60:UP (CRIT 9.5Mbps/4.4Mbps):(1 UP): CRITICAL
2023-1-24T17:54,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,SATEC_Asier_pruebas,Tunnel60:UP (CRIT 9.5Mbps/4.4Mbps):(1 UP): CRITICAL
2023-1-24T17:54,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,Tunnel60:UP (CRIT 9.5Mbps/4.4Mbps):(1 UP): CRITICAL
2023-1-24T17:42,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,eneko_guemes,Tunnel130:UP (152.5Kbps/CRIT 2779.8Kbps):(1 UP): CRITICAL
2023-1-24T17:42,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,luis_ortiz,Tunnel130:UP (152.5Kbps/CRIT 2779.8Kbps):(1 UP): CRITICAL
2023-1-24T17:42,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,sergio_baza,Tunnel130:UP (152.5Kbps/CRIT 2779.8Kbps):(1 UP): CRITICAL
2023-1-24T17:42,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,SATEC_Asier_pruebas,Tunnel130:UP (152.5Kbps/CRIT 2779.8Kbps):(1 UP): CRITICAL
2023-1-24T17:42,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,Tunnel130:UP (152.5Kbps/CRIT 2779.8Kbps):(1 UP): CRITICAL
2023-1-24T17:32,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,eneko_guemes,Tunnel130:UP (160.2Kbps/CRIT 2828.1Kbps):(1 UP): CRITICAL
2023-1-24T17:32,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,luis_ortiz,Tunnel130:UP (160.2Kbps/CRIT 2828.1Kbps):(1 UP): CRITICAL
2023-1-24T17:32,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,sergio_baza,Tunnel130:UP (160.2Kbps/CRIT 2828.1Kbps):(1 UP): CRITICAL
2023-1-24T17:32,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,SATEC_Asier_pruebas,Tunnel130:UP (160.2Kbps/CRIT 2828.1Kbps):(1 UP): CRITICAL
2023-1-24T17:32,ITPZAMR1-1,GETAFE Principal - Tunnel130,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,Tunnel130:UP (160.2Kbps/CRIT 2828.1Kbps):(1 UP): CRITICAL
2023-1-24T17:32,ITPPCB2R1-1,Uso CPU,Service Recovery,OK,eneko_guemes,OK - cpu 1 usage (5 min avg.) is 57.00%
2023-1-24T17:32,ITPPCB2R1-1,Uso CPU,Service Recovery,OK,luis_ortiz,OK - cpu 1 usage (5 min avg.) is 57.00%
2023-1-24T17:32,ITPPCB2R1-1,Uso CPU,Service Recovery,OK,sergio_baza,OK - cpu 1 usage (5 min avg.) is 57.00%
2023-1-24T17:32,ITPPCB2R1-1,Uso CPU,Service Recovery,OK,SATEC_Asier_pruebas,OK - cpu 1 usage (5 min avg.) is 57.00%
2023-1-24T17:32,ITPPCB2R1-1,Uso CPU,Service Recovery,OK,SATEC_Cuenta_Soporte,OK - cpu 1 usage (5 min avg.) is 57.00%
2023-1-24T17:30,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Recovery,OK,eneko_guemes,Tunnel170:UP (4.8Mbps/22.2Mbps):1 UP: OK
2023-1-24T17:30,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Recovery,OK,luis_ortiz,Tunnel170:UP (4.8Mbps/22.2Mbps):1 UP: OK
2023-1-24T17:30,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Recovery,OK,sergio_baza,Tunnel170:UP (4.8Mbps/22.2Mbps):1 UP: OK
2023-1-24T17:30,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Recovery,OK,SATEC_Asier_pruebas,Tunnel170:UP (4.8Mbps/22.2Mbps):1 UP: OK
2023-1-24T17:30,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Recovery,OK,SATEC_Cuenta_Soporte,Tunnel170:UP (4.8Mbps/22.2Mbps):1 UP: OK
2023-1-24T17:22,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 67%
2023-1-24T17:22,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 67%
2023-1-24T17:22,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 67%
2023-1-24T17:22,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 67%
2023-1-24T17:22,ITPPCB2R1-1,Uso CPU,Service Problem,CRITICAL,eneko_guemes,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T17:22,ITPPCB2R1-1,Uso CPU,Service Problem,CRITICAL,luis_ortiz,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T17:22,ITPPCB2R1-1,Uso CPU,Service Problem,CRITICAL,sergio_baza,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T17:22,ITPPCB2R1-1,Uso CPU,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T17:22,ITPPCB2R1-1,Uso CPU,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL - cpu 1 usage (5 min avg.) is 81.00%
2023-1-24T17:19,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T17:19,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T17:19,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T17:19,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
2023-1-24T17:14,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,eneko_guemes,Tunnel60:UP (CRIT 11.1Mbps/CRIT 10.4Mbps):(1 UP): CRITICAL
2023-1-24T17:14,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,luis_ortiz,Tunnel60:UP (CRIT 11.1Mbps/CRIT 10.4Mbps):(1 UP): CRITICAL
2023-1-24T17:14,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,sergio_baza,Tunnel60:UP (CRIT 11.1Mbps/CRIT 10.4Mbps):(1 UP): CRITICAL
2023-1-24T17:14,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,SATEC_Asier_pruebas,Tunnel60:UP (CRIT 11.1Mbps/CRIT 10.4Mbps):(1 UP): CRITICAL
2023-1-24T17:14,ITPZAMR1-1,ALBACETE Principal - Tunnel60,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,Tunnel60:UP (CRIT 11.1Mbps/CRIT 10.4Mbps):(1 UP): CRITICAL
2023-1-24T17:05,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,eneko_guemes,Tunnel170:UP (7.6Mbps/CRIT 39.0Mbps):(1 UP): CRITICAL
2023-1-24T17:05,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,luis_ortiz,Tunnel170:UP (7.6Mbps/CRIT 39.0Mbps):(1 UP): CRITICAL
2023-1-24T17:05,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,sergio_baza,Tunnel170:UP (7.6Mbps/CRIT 39.0Mbps):(1 UP): CRITICAL
2023-1-24T17:05,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,SATEC_Asier_pruebas,Tunnel170:UP (7.6Mbps/CRIT 39.0Mbps):(1 UP): CRITICAL
2023-1-24T17:05,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,Tunnel170:UP (7.6Mbps/CRIT 39.0Mbps):(1 UP): CRITICAL
2023-1-24T16:50,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,eneko_guemes,Tunnel170:UP (5.0Mbps/CRIT 36.6Mbps):(1 UP): CRITICAL
2023-1-24T16:50,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,luis_ortiz,Tunnel170:UP (5.0Mbps/CRIT 36.6Mbps):(1 UP): CRITICAL
2023-1-24T16:50,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,sergio_baza,Tunnel170:UP (5.0Mbps/CRIT 36.6Mbps):(1 UP): CRITICAL
2023-1-24T16:50,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,SATEC_Asier_pruebas,Tunnel170:UP (5.0Mbps/CRIT 36.6Mbps):(1 UP): CRITICAL
2023-1-24T16:50,ITPZAMR1-1,SESTAO Principal - Tunnel170,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,Tunnel170:UP (5.0Mbps/CRIT 36.6Mbps):(1 UP): CRITICAL
2023-1-24T16:41,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Asier_pruebas,OK: 1m: 71%
2023-1-24T16:41,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,SATEC_Cuenta_Soporte,OK: 1m: 71%
2023-1-24T16:41,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,eva_nalda,OK: 1m: 71%
2023-1-24T16:41,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Recovery,OK,vicente_de_blas,OK: 1m: 71%
2023-1-24T16:40,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Asier_pruebas,CRITICAL: critical(1m: 99%)
2023-1-24T16:40,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,SATEC_Cuenta_Soporte,CRITICAL: critical(1m: 99%)
2023-1-24T16:40,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,eva_nalda,CRITICAL: critical(1m: 99%)
2023-1-24T16:40,DSIP013SPSB,CPU Load FRONTAL_WEB,Service Problem,CRITICAL,vicente_de_blas,CRITICAL: critical(1m: 99%)
